COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;COD_VIAL;CLASE_VIAL;PARTICULAR_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LONGITUD;LATITUD
60001;APARCABICICLETAS;457803;20003766;PLAZA DE SANTO DOMINGO 19;;702300;PLAZA;DE;SANTO DOMINGO;NUMERO;19;1;Palacio;1;Centro;439930,1843;4474589,093;-3.70807759;40.41976228
60001;APARCABICICLETAS;457804;20003766;PLAZA DE SANTO DOMINGO 19;;702300;PLAZA;DE;SANTO DOMINGO;NUMERO;19;1;Palacio;1;Centro;439914,3092;4474610,524;-3.70826673;40.41995419
60001;APARCABICICLETAS;457807;11000185;CUESTA DE SANTO DOMINGO 14;;702200;CUESTA;DE;SANTO DOMINGO;NUMERO;14;1;Palacio;1;Centro;439844,1945;4474592,664;-3.70909147;40.41978824
60001;APARCABICICLETAS;457815;31026055;PLAZA DE ISABEL II 6;;378200;PLAZA;DE;ISABEL II;NUMERO;6;1;Palacio;1;Centro;439824,2184;4474423,436;-3.70931091;40.41826231
60001;APARCABICICLETAS;457818;20003836;PLAZA DE ISABEL II 8;;378200;PLAZA;DE;ISABEL II;NUMERO;8;1;Palacio;1;Centro;439822,7632;4474397,11;-3.70932557;40.41802505
60001;APARCABICICLETAS;457820;31037358;CALLE DE VERGARA 3;;776900;CALLE;DE;VERGARA;NUMERO;3;1;Palacio;1;Centro;439717,5911;4474380,177;-3.71056357;40.4178649
60001;APARCABICICLETAS;457823;31037355;CALLE DE SANTA CLARA 1;;693300;CALLE;DE;SANTA CLARA;NUMERO;1;1;Palacio;1;Centro;439692,3234;4474257,807;-3.71084978;40.4167607
60001;APARCABICICLETAS;457830;11000048;CALLE 0 MAYOR 86;;497800;CALLE;0;MAYOR;NUMERO;86;1;Palacio;1;Centro;439528,546;4474088,052;-3.71276395;40.41521958
60001;APARCABICICLETAS;457832;11000040;CALLE 0 MAYOR 83;;497800;CALLE;0;MAYOR;NUMERO;83;1;Palacio;1;Centro;439396,254;4474067,943;-3.71432122;40.41502882
60001;APARCABICICLETAS;457834;11000942;CALLE DE BAILEN 41;;88200;CALLE;DE;BAILEN;NUMERO;41;1;Palacio;1;Centro;439439,7781;4473724,514;-3.71377556;40.41193821
60001;APARCABICICLETAS;457837;11000965;CARRERA DE SAN FRANCISCO 6;;669000;CARRERA;DE;SAN FRANCISCO;NUMERO;6;1;Palacio;1;Centro;439534,4991;4473625,295;-3.71264981;40.41105129
60001;APARCABICICLETAS;457844;31026434;PLAZA DE LA PUERTA DE MOROS 5;;614800;PLAZA;DE LA;PUERTA DE MOROS;NUMERO;5;1;Palacio;1;Centro;439634,7764;4473650,695;-3.71147043;40.41128738
60001;APARCABICICLETAS;457845;11000698;PLAZA DE LA PAJA 3;;557650;PLAZA;DE LA;PAJA;NUMERO;3;1;Palacio;1;Centro;439609,9055;4473831,273;-3.71178068;40.41291231
60001;APARCABICICLETAS;457848;11000578;PLAZA DE LA CRUZ VERDE 1;;221900;PLAZA;DE LA;CRUZ VERDE;NUMERO;1;1;Palacio;1;Centro;439585,4315;4473947,029;-3.71208011;40.41395331
60001;APARCABICICLETAS;457850;31041185;CALLE DE SEGOVIA 11;;706300;CALLE;DE;SEGOVIA;NUMERO;11;1;Palacio;1;Centro;439730,9526;4473880,296;-3.71035872;40.41336271
60001;APARCABICICLETAS;457853;31038670;CALLE DE SAN BRUNO 6;;662300;CALLE;DE;SAN BRUNO;NUMERO;6;1;Palacio;1;Centro;439886,5279;4473841,138;-3.70852147;40.4130212
60001;APARCABICICLETAS;457854;31032438;CALLE DE SAN BRUNO 7;;662300;CALLE;DE;SAN BRUNO;NUMERO;7;1;Palacio;1;Centro;439881,6331;4473831,481;-3.70857825;40.41293385
60001;APARCABICICLETAS;457875;20105817;CALLE DE LA PALOMA 39;;559500;CALLE;DE LA;PALOMA;NUMERO;39;1;Palacio;1;Centro;439619,8743;4473246,456;-3.7116077;40.40764473
60001;APARCABICICLETAS;457910;20104677;CALLE DE LA CAVA DE SAN MIGUEL 2;;158800;CALLE;DE LA;CAVA DE SAN MIGUEL;NUMERO;2;1;Sol;1;Centro;439868,5831;4474136,516;-3.70876088;40.41568081
60001;APARCABICICLETAS;457942;11000634;CALLE DE SAN JUSTO 1;;675600;CALLE;DE;SAN JUSTO;NUMERO;1;1;Palacio;1;Centro;439802,7845;4473950,656;-3.7095188;40.41400173
60001;APARCABICICLETAS;3569405;31038731;CALLE DEL DUQUE DE NAJERA 3;;253700;CALLE;DEL;DUQUE DE NAJERA;NUMERO;3;1;Palacio;1;Centro;439664,5533;4474043,485;-3.71115675;40.41482798
60001;APARCABICICLETAS;457836;20004154;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO 21;;669050;AVENIDA;DE LA;GRAN VIA DE SAN FRANCISCO;NUMERO;21;1;Palacio;1;Centro;439415,701;4473535,336;-3.7140413;40.41023226
60001;APARCABICICLETAS;457856;11001548;CALLE DEL CONDE DE ROMANONES 2;;206500;CALLE;DEL;CONDE DE ROMANONES;NUMERO;2;2;Embajadores;1;Centro;440207,3359;4473921,704;-3.70474814;40.41377008
60001;APARCABICICLETAS;457865;11001567;CALLE DEL DOCTOR CORTEZO 4;;241100;CALLE;DEL;DOCTOR CORTEZO;NUMERO;4;2;Embajadores;1;Centro;440295,1777;4473934,801;-3.7037141;40.41389437
60001;APARCABICICLETAS;457871;11002560;CALLE DE SANTA ISABEL 10;;695900;CALLE;DE;SANTA ISABEL;NUMERO;10;2;Embajadores;1;Centro;440658,1868;4473702,76;-3.69941413;40.41183
60001;APARCABICICLETAS;457872;11002474;CALLE DE LAVAPIES 21;;432200;CALLE;DE;LAVAPIES;NUMERO;21;2;Embajadores;1;Centro;440396,9764;4473566,652;-3.70247984;40.41058521
60001;APARCABICICLETAS;457873;31008831;CALLE DE CARLOS ARNICHES 5;;142500;CALLE;DE;CARLOS ARNICHES;NUMERO;5;2;Embajadores;1;Centro;439897,6873;4473359,566;-3.70834446;40.40868378
60001;APARCABICICLETAS;457874;20105763;GLORIETA DE LA PUERTA DE TOLEDO 1;;615000;GLORIETA;DE LA;PUERTA DE TOLEDO;NUMERO;1;2;Embajadores;1;Centro;439704,2765;4473173,828;-3.71060617;40.40699658
60001;APARCABICICLETAS;457876;20004566;GLORIETA DE EMBAJADORES 1;;262100;GLORIETA;DE;EMBAJADORES;NUMERO;1;2;Embajadores;1;Centro;440401,1904;4472997,086;-3.70237683;40.40545458
60001;APARCABICICLETAS;457877;20004606;RONDA DE VALENCIA 2;;765800;RONDA;DE;VALENCIA;NUMERO;2;2;Embajadores;1;Centro;440639,0513;4473053,574;-3.69957909;40.40598045
60001;APARCABICICLETAS;457878;11002358;CALLE DE VALENCIA 30;;765600;CALLE;DE;VALENCIA;NUMERO;30;2;Embajadores;1;Centro;440628,3357;4473092,733;-3.69970902;40.40633245
60001;APARCABICICLETAS;457879;20004938;CALLE DE SANTA ISABEL 57;;695900;CALLE;DE;SANTA ISABEL;NUMERO;57;2;Embajadores;1;Centro;441159,0909;4473310,882;-3.69347455;40.40833533
60001;APARCABICICLETAS;457880;20004936;CALLE DE SANTA ISABEL 53;;695900;CALLE;DE;SANTA ISABEL;NUMERO;53;2;Embajadores;1;Centro;441065,5605;4473366,048;-3.69458189;40.40882567
60001;APARCABICICLETAS;457881;20105949;RONDA DE ATOCHA 2;;81650;RONDA;DE;ATOCHA;NUMERO;2;2;Embajadores;1;Centro;441097,7074;4473232,168;-3.69419066;40.40762189
60001;APARCABICICLETAS;457882;11002996;CALLE DE SANTA ISABEL 46;;695900;CALLE;DE;SANTA ISABEL;NUMERO;46;2;Embajadores;1;Centro;440895,8299;4473463,018;-3.69659115;40.40968719
60001;APARCABICICLETAS;3565629;11002261;CALLE DEL TRIBULETE 27;;754400;CALLE;DEL;TRIBULETE;NUMERO;27;2;Embajadores;1;Centro;440295,5404;4473201,217;-3.70364099;40.40728592
60001;APARCABICICLETAS;3565634;11002256;CALLE DEL TRIBULETE 17;;754400;CALLE;DEL;TRIBULETE;NUMERO;17;2;Embajadores;1;Centro;440364,9936;4473240,508;-3.70282619;40.40764485
60001;APARCABICICLETAS;457870;31008866;PLAZA DEL PRINCIPE ALFONSO 15;;691700;PLAZA;DEL;PRINCIPE ALFONSO;NUMERO;15;3;Cortes;1;Centro;440500,8917;4474027,802;-3.70129831;40.4147469
60001;APARCABICICLETAS;457883;31008865;CALLE DE LAS HUERTAS 75;;369000;CALLE;DE LAS;HUERTAS;NUMERO;75;3;Cortes;1;Centro;441103,7929;4473804,86;-3.69417195;40.41278142
60001;APARCABICICLETAS;457884;20005286;CALLE DEL MARQUES DE CUBAS 4;;484600;CALLE;DEL;MARQUES DE CUBAS;NUMERO;4;3;Cortes;1;Centro;440993,0645;4474316,698;-3.69552442;40.41738446
60001;APARCABICICLETAS;457886;11004013;CALLE DE ALCALA 42;;18900;CALLE;DE;ALCALA;NUMERO;42;3;Cortes;1;Centro;440889,4799;4474443,566;-3.69675709;40.41852
60001;APARCABICICLETAS;457889;11004009;CALLE DE ALCALA 34;;18900;CALLE;DE;ALCALA;NUMERO;34;3;Cortes;1;Centro;440820,4235;4474419,885;-3.69756883;40.41830176
60001;APARCABICICLETAS;457894;20147371;CALLE DEL CABALLERO DE GRACIA 15;;120100;CALLE;DEL;CABALLERO DE GRACIA;NUMERO;15;3;Cortes;1;Centro;440704,4035;4474506,801;-3.6989444;40.41907648
60001;APARCABICICLETAS;457787;20005408;CALLE DE TAMAYO Y BAUS 5;;733900;CALLE;DE;TAMAYO Y BAUS;NUMERO;5;4;Justicia;1;Centro;441199,2543;4474937,285;-3.69315157;40.42298961
60001;APARCABICICLETAS;457790;11004257;PASEO DE RECOLETOS 23;;633005;PASEO;DE;RECOLETOS;NUMERO;23;4;Justicia;1;Centro;441293,0493;4474914,531;-3.69204388;40.42279125
60001;APARCABICICLETAS;457885;11004356;CALLE DE ALCALA 45;;18900;CALLE;DE;ALCALA;NUMERO;45;4;Justicia;1;Centro;440941,3384;4474498,731;-3.69615098;40.41902064
60001;APARCABICICLETAS;457743;11005237;CALLE DE BARCELO 9;;92900;CALLE;DE;BARCELO;NUMERO;9;4;Justicia;1;Centro;440606,0694;4475356,268;-3.70018277;40.42672187
60001;APARCABICICLETAS;457741;11005281;CALLE DE SERRANO ANGUITA 13;;710350;CALLE;DE;SERRANO ANGUITA;NUMERO;13;4;Justicia;1;Centro;440697,2186;4475485,65;-3.69912037;40.4278939
60001;APARCABICICLETAS;457781;11004562;PLAZA DE PEDRO ZEROLO 6;;771000;PLAZA;DE;PEDRO ZEROLO;NUMERO;6;4;Justicia;1;Centro;440669,1605;4474727,735;-3.6993804;40.42106425
60001;APARCABICICLETAS;457782;11004837;CALLE DE SAN GREGORIO 15;;670700;CALLE;DE;SAN GREGORIO;NUMERO;15;4;Justicia;1;Centro;440859,3963;4475030,948;-3.6971663;40.42380928
60001;APARCABICICLETAS;457784;31037770;CALLE DE SAN GREGORIO 10;;670700;CALLE;DE;SAN GREGORIO;NUMERO;10;4;Justicia;1;Centro;440876,7266;4475082,939;-3.69696685;40.42427887
60001;APARCABICICLETAS;457785;11005011;CALLE DE BELEN 7;;99100;CALLE;DE;BELEN;NUMERO;7;4;Justicia;1;Centro;440919,1923;4475073,017;-3.69646536;40.4241925
60001;APARCABICICLETAS;3568908;11005231;CALLE DE BARCELO 2;;92900;CALLE;DE;BARCELO;NUMERO;2;4;Justicia;1;Centro;440641,2242;4475356,706;-3.6997684;40.42672832
60001;APARCABICICLETAS;4745113;11004423;CALLE DE FUENCARRAL 46;;313100;CALLE;DE;FUENCARRAL;NUMERO;46;4;Universidad;1;Centro;440543,6453;4474967,745;-3.70088229;40.42321741
60001;APARCABICICLETAS;457794;20006522;CALLE DE MESONERO ROMANOS 13;;505100;CALLE;DE;MESONERO ROMANOS;NUMERO;13;5;Universidad;1;Centro;440287,7629;4474662,383;-3.70386979;40.42044824
60001;APARCABICICLETAS;457798;20006452;CALLE DE MESONERO ROMANOS 17;;505100;CALLE;DE;MESONERO ROMANOS;NUMERO;17;5;Universidad;1;Centro;440289,4827;4474710,801;-3.70385406;40.42088455
60001;APARCABICICLETAS;457637;11006483;CALLE DE ALBERTO AGUILERA 23;;17200;CALLE;DE;ALBERTO AGUILERA;NUMERO;23;5;Universidad;1;Centro;439646,888;4475733,396;-3.71152534;40.43005017
60001;APARCABICICLETAS;457747;11006142;PLAZA DEL DOS DE MAYO 3;;251900;PLAZA;DEL;DOS DE MAYO;NUMERO;3;5;Universidad;1;Centro;440246,2354;4475386,563;-3.70442732;40.42696901
60001;APARCABICICLETAS;457758;31037162;PLAZA DEL CONDE DE TORENO 4;;206700;PLAZA;DEL;CONDE DE TORENO;NUMERO;4;5;Universidad;1;Centro;439838,5038;4475121,815;-3.7092086;40.42455466
60001;APARCABICICLETAS;457762;11007091;CALLE DEL MARQUES DE LEGANES 5;;485300;CALLE;DEL;MARQUES DE LEGANES;NUMERO;5;5;Universidad;1;Centro;440019,078;4474846,533;-3.70705411;40.42208783
60001;APARCABICICLETAS;457765;11007082;CALLE DE LOS LIBREROS 16;;437500;CALLE;DE LOS;LIBREROS;NUMERO;16;5;Universidad;1;Centro;440072,5239;4474828,012;-3.70642239;40.42192483
60001;APARCABICICLETAS;457767;11005585;PLAZA DE SAN ILDEFONSO 2;;671900;PLAZA;DE;SAN ILDEFONSO;NUMERO;2;5;Universidad;1;Centro;440428,1246;4475050,527;-3.70225173;40.42395489
60001;APARCABICICLETAS;457774;11005641;CALLE DE FUENCARRAL 35;;313100;CALLE;DE;FUENCARRAL;NUMERO;35;5;Universidad;1;Centro;440540,7051;4474869,816;-3.70090779;40.42233501
60001;APARCABICICLETAS;457776;11005638;CALLE DE FUENCARRAL 29;;313100;CALLE;DE;FUENCARRAL;NUMERO;29;5;Universidad;1;Centro;440529,7248;4474828,144;-3.70103332;40.42195883
60001;APARCABICICLETAS;457777;11005658;CALLE DE VALVERDE 22;;769700;CALLE;DE;VALVERDE;NUMERO;22;5;Universidad;1;Centro;440466,6216;4474821,001;-3.70177646;40.42188996
60001;APARCABICICLETAS;457780;20006418;CALLE DE FUENCARRAL 3;;313100;CALLE;DE;FUENCARRAL;NUMERO;3;5;Universidad;1;Centro;440480,9091;4474650,609;-3.7015921;40.42035601
60001;APARCABICICLETAS;457801;20102742;PLAZA DEL CALLAO 2;;125900;PLAZA;DEL;CALLAO;NUMERO;2;6;Sol;1;Centro;440124,6534;4474608,407;-3.70578725;40.41995029
60001;APARCABICICLETAS;457808;11007884;PLAZA DE SAN MARTIN 1;;678200;PLAZA;DE;SAN MARTIN;NUMERO;1;6;Sol;1;Centro;440042,5001;4474406,662;-3.70673656;40.41812696
60001;APARCABICICLETAS;457812;11007281;PLAZA DE SAN MARTIN 5;;678200;PLAZA;DE;SAN MARTIN;NUMERO;5;6;Sol;1;Centro;440046,2043;4474456,668;-3.70669761;40.4185777
60001;APARCABICICLETAS;457858;11007679;PLAZA DE LA PROVINCIA 3;;611400;PLAZA;DE LA;PROVINCIA;NUMERO;3;6;Sol;1;Centro;440075,5731;4474048,704;-3.70631302;40.41490469
60001;APARCABICICLETAS;457897;11007519;PLAZA DE LA PUERTA DEL SOL 13;;614900;PLAZA;DE LA;PUERTA DEL SOL;NUMERO;13;6;Sol;1;Centro;440371,1601;4474284,286;-3.70285135;40.41704815
60001;APARCABICICLETAS;457900;20006804;PLAZA DE LA PUERTA DEL SOL 8;;614900;PLAZA;DE LA;PUERTA DEL SOL;NUMERO;8;6;Sol;1;Centro;440218,8921;4474252,404;-3.70464302;40.41675002
60001;APARCABICICLETAS;457904;20007086;CALLE 0 MAYOR 8;;497800;CALLE;0;MAYOR;NUMERO;8;6;Sol;1;Centro;440110,0159;4474221,448;-3.70592335;40.41646332
60001;APARCABICICLETAS;457906;11007812;CALLE 0 MAYOR 26;;497800;CALLE;0;MAYOR;NUMERO;26;6;Sol;1;Centro;440001,4042;4474204,25;-3.70720184;40.41630057
60001;APARCABICICLETAS;457908;11007815;CALLE 0 MAYOR 32;;497800;CALLE;0;MAYOR;NUMERO;32;6;Sol;1;Centro;439948,8843;4474193,931;-3.70781987;40.41620383
60001;APARCABICICLETAS;3538010;31052131;CALLE DE MAZARREDO 11;Centro Concertado De Educación Infantil Primaria Y Secundaria San José;498600;CALLE;DE;MAZARREDO;NUMERO;11;1;Imperial;2;Arganzuela;439056,5489;4473756,392;-3.71829509;40.41219742
60001;APARCABICICLETAS;3542367;11008162;PASEO DE LOS PONTONES 8;C.P. JOAQUIN COSTA;602500;PASEO;DE LOS;PONTONES;NUMERO;8;1;Imperial;2;Arganzuela;439383,0289;4473021,643;-3.71437741;40.4056023
60001;APARCABICICLETAS;3543363;11008052;PASEO DE LA VIRGEN DEL PUERTO 33;JUNTO A ENTRADA A GARAJE;795300;PASEO;DE LA;VIRGEN DEL PUERTO;NUMERO;33;1;Imperial;2;Arganzuela;438802,0121;4473623,136;-3.72128209;40.41097831
60001;APARCABICICLETAS;3543463;11008145;PASEO 0 IMPERIAL 20;CENTRO DEPORTIVO MARQUES DE SAMARANCH;372200;PASEO;0;IMPERIAL;NUMERO;20;1;Imperial;2;Arganzuela;439141,9423;4473241,479;-3.71723945;40.4075651
60001;APARCABICICLETAS;3542074;11008086;CALLE DE LINNEO 31;C.P. MARQUES DE MARCENADO;438900;CALLE;DE;LINNEO;NUMERO;31;1;Imperial;2;Arganzuela;438864,8355;4473538,494;-3.72053357;40.41022043
60001;APARCABICICLETAS;3542435;11008212;PASEO DE LA VIRGEN DEL PUERTO 65;ENTRADA DEL JARDÍN DEL MAESTRO PADILLA;795300;PASEO;DE LA;VIRGEN DEL PUERTO;NUMERO;65;1;Imperial;2;Arganzuela;438733,8143;4472905,316;-3.7220167;40.40450685
60001;APARCABICICLETAS;175788;11008217;PASEO DE LOS MELANCOLICOS 51;I.E.S. GRAN CAPITÁN;500700;PASEO;DE LOS;MELANCOLICOS;NUMERO;51;1;Imperial;2;Arganzuela;438884,5424;4472840,545;-3.7202343;40.40393444
60001;APARCABICICLETAS;123106;20138350;PASEO DE LOS PONTONES 10;AL LADO DE AGENCIA PARA EL EMPLEO DE MADRID;602500;PASEO;DE LOS;PONTONES;NUMERO;10;1;Imperial;2;Arganzuela;439255,5947;4472929,535;-3.71587033;40.40476326
60001;APARCABICICLETAS;126081;20105044;CALLE DE JEMENUÑO 2;AL LADO DE CARRIL BICI;2323;CALLE;DE;JEMENUÑO;NUMERO;2;1;Imperial;2;Arganzuela;438974,1198;4473352,937;-3.71922786;40.40855687
60001;APARCABICICLETAS;457833;20007178;CALLE DE SEGOVIA 75;;706300;CALLE;DE;SEGOVIA;NUMERO;75;1;Palacio;2;Centro;438858,6196;4473967,269;-3.72064803;40.41408258
60001;APARCABICICLETAS;3544877;20129132;CALLE DE LA CAOBA 6;I.E.S. JUAN DE LA CIERVA;2302;CALLE;DE LA;CAOBA;NUMERO;6;2;Acacias;2;Arganzuela;440020,898;4472637,48;-3.7068244;40.40218777
60001;APARCABICICLETAS;173321;20065138;CALLE DE ARGANDA 42;Centro Deportivo Municipal Peñuelas;69800;CALLE;DE;ARGANDA;NUMERO;42;2;Acacias;2;Arganzuela;440180,8817;4472358,449;-3.70491299;40.39968562
60001;APARCABICICLETAS;173669;31050694;CALLE DE ARGANDA 10;Biblioteca Pública Municipal Pío Baroja;69800;CALLE;DE;ARGANDA;NUMERO;10;2;Acacias;2;Arganzuela;439913,5728;4472420,292;-3.70806858;40.4002235
60001;APARCABICICLETAS;175640;20002162;CALLE DE TOLEDO 181;ESCUELA INFANTIL EL ALBA;743600;CALLE;DE;TOLEDO;NUMERO;181;2;Acacias;2;Arganzuela;439437,1203;4472583,05;-3.71369825;40.40165518
60001;APARCABICICLETAS;120718;20007398;CALLE DE LAS PEÑUELAS 29;Colegio San Eugenio y San Isidro;582300;CALLE;DE LAS;PEÑUELAS;NUMERO;29;2;Acacias;2;Arganzuela;440303,5253;4472676,714;-3.70349769;40.40256152
60001;APARCABICICLETAS;123078;11008437;PASEO DE LAS ACACIAS 2;COLEGIO PÚBLICO LEGADO CRESPO;2900;PASEO;DE LAS;ACACIAS;NUMERO;2;2;Acacias;2;Arganzuela;440287,4669;4472929,586;-3.70371064;40.40483836
60001;APARCABICICLETAS;3545781;11009026;PASEO DE LA CHOPERA 53;MATADERO DE MADRID;230600;PASEO;DE LA;CHOPERA;NUMERO;53;3;Chopera;2;Arganzuela;440807,8811;4471574,947;-3.69745207;40.39267224
60001;APARCABICICLETAS;170048;11008976;CALLE DE GUILLERMO DE OSMA 10;JUNTO A PLAZA RUTILIO GARCÍS;350200;CALLE;DE;GUILLERMO DE OSMA;NUMERO;10;3;Chopera;2;Arganzuela;440859,4625;4471719,484;-3.69685775;40.39397797
60001;APARCABICICLETAS;3536439;20170760;CALLE DE LA ANTRACITA 32;ENTRADA PARQUE DEL BRONCE;62700;CALLE;DE LA;ANTRACITA;NUMERO;32;4;Legazpi;2;Arganzuela;441714,4885;4471416,489;-3.68675587;40.39130871
60001;APARCABICICLETAS;3545079;31040642;CALLE DE EMBAJADORES 316;ENTRADA A PARQUE (CENTRO DEPORTIVO BMX);262000;CALLE;DE;EMBAJADORES;NUMERO;316;4;Legazpi;2;Arganzuela;441563,0816;4470689,928;-3.68847307;40.38475283
60001;APARCABICICLETAS;165831;31025852;CALLE DEL BRONCE 1;ESTACIÓN DE METRO ARGANZUELA PLANETARIO;115900;CALLE;DEL;BRONCE;NUMERO;1;4;Legazpi;2;Arganzuela;441552,7502;4471607,734;-3.688679;40.3930202
60001;APARCABICICLETAS;166022;20064507;AVENIDA DEL PLANETARIO 16;EN EL PLANETARIO;831;AVENIDA;DEL;PLANETARIO;NUMERO;16;4;Legazpi;2;Arganzuela;441852,048;4471577,685;-3.68514989;40.39277046
60001;APARCABICICLETAS;3569263;11009226;CALLE DEL TENIENTE CORONEL NOREÑA 2;PARQUE INFANTIL NOREÑA GOIZUETA;738900;CALLE;DEL;TENIENTE CORONEL NOREÑA;NUMERO;2;4;Legazpi;2;Arganzuela;441231,9262;4471025,933;-3.6924053;40.38775646
60001;APARCABICICLETAS;162739;31022245;CALLE DE MENESES 4;C/V CALLE ARIEL;502400;CALLE;DE;MENESES;NUMERO;4;4;Legazpi;2;Arganzuela;442175,5741;4471491,509;-3.68133026;40.39201666
60001;APARCABICICLETAS;3569264;31022353;CALLE DE TITAN 8;BANCO ESPAÑA-DUERO;31000407;CALLE;DE;TITAN;NUMERO;8;4;Legazpi;2;Arganzuela;442401,7642;4471459,978;-3.67866244;40.39174828
60001;APARCABICICLETAS;3535252;11009575;PASEO DE LAS DELICIAS 65;COLEGIO NUESTRA SEÑORA DE LAS DELICIAS;234700;PASEO;DE LAS;DELICIAS;NUMERO;65;5;Delicias;2;Arganzuela;441099,7511;4472203,498;-3.69407138;40.39835525
60001;APARCABICICLETAS;3544531;31001897;CALLE DE BUSTAMANTE 20;FRENTE A AYUNTAMIENTO DE MADRID;119200;CALLE;DE;BUSTAMANTE;NUMERO;20;5;Delicias;2;Arganzuela;441617,222;4472435,082;-3.68799524;40.40047792
60001;APARCABICICLETAS;3546014;20131941;CALLE DE ALICANTE 14;CENTRO DEPORTIVO MUNICIPAL ARGANZUELA (C/ Alicante);29900;CALLE;DE;ALICANTE;NUMERO;14;5;Delicias;2;Arganzuela;441313,4069;4471758,921;-3.6915129;40.39436535
60001;APARCABICICLETAS;162245;11009434;PLAZA DE LEGAZPI 1;ESTACIÓN DE METRO LEGAZPI;434000;PLAZA;DE;LEGAZPI;NUMERO;1;5;Delicias;2;Arganzuela;441032,5806;4471446,519;-3.69479276;40.39153123
60001;APARCABICICLETAS;172923;11009534;CALLE DE RAMIREZ DE PRADO 6;EN EL PARQUE;628200;CALLE;DE;RAMIREZ DE PRADO;NUMERO;6;5;Delicias;2;Arganzuela;441634,334;4472280,504;-3.68777943;40.3990866
60001;APARCABICICLETAS;173919;11009550;PASEO DE LAS DELICIAS 61;ESTACIÓN DE CERCANÍAS DELICIAS;234700;PASEO;DE LAS;DELICIAS;NUMERO;61;5;Delicias;2;Arganzuela;441162,5824;4472444,519;-3.69335332;40.40053093
60001;APARCABICICLETAS;173964;31032623;CALLE DE VARA DE REY 11;Ayuntamiento de Madrid;770300;CALLE;DE;VARA DE REY;NUMERO;11;5;Delicias;2;Arganzuela;441519,2668;4472442,727;-3.68915019;40.40053992
60001;APARCABICICLETAS;170579;11009480;CALLE DE ALICANTE 7;COLEGIO PÚBLICO MIGUEL DE UNAMUNO;29900;CALLE;DE;ALICANTE;NUMERO;7;5;Delicias;2;Arganzuela;441182,1381;4471744,871;-3.69305825;40.39422952
60001;APARCABICICLETAS;173555;11009552;CALLE DEL GENERAL LACY 25;ARCHIVO REGIONAL DE LA COMUNIDAD DE MADRID;330400;CALLE;DEL;GENERAL LACY;NUMERO;25;5;Delicias;2;Arganzuela;441372,1904;4472393,688;-3.69087874;40.40008781
60001;APARCABICICLETAS;3545395;20107719;CALLE DE PALOS DE LA FRONTERA 40;CENTRO DEPORTIVO MUNICIPAL ARGANZUELA;560600;CALLE;DE;PALOS DE LA FRONTERA;NUMERO;40;6;Palos de Moguer;2;Arganzuela;440983,8931;4472723,876;-3.69548478;40.40303488
60001;APARCABICICLETAS;3566640;11010285;PASEO DE SANTA MARIA DE LA CABEZA 39;MERCADO SANTA MARÍA DE LA CABEZA;697200;PASEO;DE;SANTA MARIA DE LA CABEZA;NUMERO;39;6;Palos de Moguer;2;Arganzuela;440838,4426;4472736,143;-3.69719989;40.40313507
60001;APARCABICICLETAS;3569270;11009880;GLORIETA DE SANTA MARIA DE LA CABEZA 4;JUNTO A CARRIL BICI;697175;GLORIETA;DE;SANTA MARIA DE LA CABEZA;NUMERO;4;6;Palos de Moguer;2;Arganzuela;440697,9456;4472519,578;-3.69883531;40.40117415
60001;APARCABICICLETAS;175086;20097258;GLORIETA DE SANTA MARIA DE LA CABEZA 2;JUNTO A CARRIL BICI;697175;GLORIETA;DE;SANTA MARIA DE LA CABEZA;NUMERO;2;6;Palos de Moguer;2;Arganzuela;440664,9576;4472541,79;-3.69922609;40.40137189
60001;APARCABICICLETAS;123753;20008190;CALLE DE BERNARDINO OBREGON 1;UPM: Escuela Técnica Superior de Ingeniería y Diseño Industrial;105300;CALLE;DE;BERNARDINO OBREGON;NUMERO;1;6;Palos de Moguer;2;Arganzuela;440537,1244;4472983,578;-3.70077369;40.40534261
60001;APARCABICICLETAS;123802;20105955;PASAJE DE TORTOSA 6;ESCUELA MUNICIPAL DE MÚSICA ALMUDENA CANO;750000;PASAJE;DE;TORTOSA;NUMERO;6;6;Palos de Moguer;2;Arganzuela;441226,5834;4472989,519;-3.69264949;40.4054451
60001;APARCABICICLETAS;124995;11010412;RONDA DE ATOCHA 17;Dirección General de Agricultura de la Comunidad de Madrid;81650;RONDA;DE;ATOCHA;NUMERO;17;6;Palos de Moguer;2;Arganzuela;440966,6324;4473144,819;-3.69572722;40.40682572
60001;APARCABICICLETAS;124590;11010396;RONDA DE ATOCHA 27;COLEGIO SALESIANOS DE ATOCHA (SITUADO LINEAL);81650;RONDA;DE;ATOCHA;NUMERO;27;6;Palos de Moguer;2;Arganzuela;440826,4214;4473092,817;-3.6973747;40.4063473
60001;APARCABICICLETAS;3538012;11010555;CALLE DE MENDEZ ALVARO 55;CAMPUS REPSOL;501700;CALLE;DE;MENDEZ ALVARO;NUMERO;55;7;Delicias;2;Arganzuela;442009,5375;4472175,938;-3.68334882;40.39817083
